distance left (km),control stop,speed limit (km/h),height change (m)   ,bearing (deg)
2214              ,0           ,130               ,3.44407846947365    ,169.236436920421
2213              ,0           ,130               ,0.908192383158053   ,166.65524832441
2212              ,0           ,130               ,1.04211970666637    ,165.529156794206
2211              ,0           ,130               ,1.24773558245641    ,150.223368715849
2210              ,0           ,130               ,-1.70324814807014   ,134.499061389501
2209              ,0           ,130               ,0.0214719757894954  ,133.862215543945
2208              ,0           ,130               ,-0.55040129894752   ,137.739117761147
2207              ,0           ,130               ,-5.63615134280678   ,154.130577039493
2206              ,0           ,130               ,-7.27866309263175   ,154.425792223903
2205              ,0           ,130               ,-6.90945808140344   ,154.42653706453
2204              ,0           ,130               ,-7.48327505929842   ,154.427326124487
2203              ,0           ,130               ,-2.67066714245607   ,154.428889591229
2202              ,0           ,130               ,1.53353748421063    ,154.429663240071
2201              ,0           ,130               ,0.87748566105256    ,154.430997263798
2200              ,0           ,80                ,-0.47145868947365   ,154.432045924262
2199              ,0           ,80                ,-1.49757953473687   ,151.722208817341
2198              ,0           ,80                ,-2.3518850775439    ,147.658218165959
2197              ,0           ,80                ,-2.29980270456144   ,147.563645896405
2196              ,0           ,130               ,-1.27858073508764   ,147.56533069553
2195              ,0           ,130               ,0.333780797543909   ,147.56643886831
2194              ,0           ,130               ,1.53872456982452    ,147.567275945435
2193              ,0           ,130               ,3.08465114000018    ,125.182197186221
2192              ,0           ,130               ,6.02976441017523    ,134.209065103298
2191              ,0           ,130               ,11.1006630736845    ,158.939725236552
2190              ,0           ,130               ,11.5069381519296    ,162.631270005334
2189              ,0           ,130               ,9.62202825578936    ,162.63213608113
2188              ,0           ,130               ,7.49462538596492    ,162.490338787765
2187              ,0           ,130               ,1.02288258421021    ,162.389082430574
2186              ,0           ,130               ,-0.59352758385927   ,162.702187795508
2185              ,0           ,130               ,1.80888234140338    ,166.538300354877
2184              ,0           ,130               ,2.08128065228095    ,177.037373852045
2183              ,0           ,130               ,1.51399464947343    ,177.267345332455
2182              ,0           ,130               ,1.98112761964927    ,160.246704261274
2181              ,0           ,130               ,-3.96135585087723   ,138.129768016179
2180              ,0           ,130               ,-6.15075270245637   ,154.835437904692
2179              ,0           ,130               ,-3.73623370666655   ,182.641888982347
2178              ,0           ,130               ,-2.14889812421052   ,175.823072899164
2177              ,0           ,130               ,4.69513374526321    ,159.818425680403
2176              ,0           ,130               ,5.546830977193      ,164.440374600735
2175              ,0           ,130               ,2.79715970421046    ,146.980229321164
2174              ,0           ,130               ,-0.850352684561301  ,139.762058395483
2173              ,0           ,130               ,-7.60550203754423   ,145.015447524777
2172              ,0           ,130               ,-5.48842033719279   ,154.165946603755
2171              ,0           ,130               ,-2.18924296982453   ,153.855049411563
2170              ,0           ,130               ,0.337007914385936   ,152.098464525466
2169              ,0           ,130               ,4.75573314526309    ,152.635744162056
2168              ,0           ,130               ,2.96951132035099    ,152.803644523708
2167              ,0           ,130               ,-0.951436284210558  ,142.843642423985
2166              ,0           ,130               ,0.456776869824523   ,151.053525797672
2165              ,0           ,130               ,-2.90940825824543   ,157.338804863737
2164              ,0           ,130               ,-2.29442997368409   ,157.339800107233
2163              ,0           ,130               ,-0.090613919298562  ,157.340646752311
2162              ,0           ,130               ,-2.96907739719268   ,156.125837276843
2161              ,0           ,130               ,-2.81637210210567   ,153.47979753632
2160              ,0           ,130               ,0.32750208245676    ,153.990866824062
2159              ,0           ,130               ,0.988544059648632   ,154.827506254894
2158              ,0           ,130               ,0.869693349123054   ,154.828539375503
2157              ,0           ,130               ,2.09424992140339    ,154.829872914457
2156              ,0           ,130               ,0.829045574385987   ,154.830672200418
2155              ,0           ,130               ,-0.434025330175416  ,154.831706715719
2154              ,0           ,130               ,0.628957352982354   ,154.832795709373
2153              ,0           ,130               ,1.10565621649141    ,154.833551338313
2152              ,0           ,130               ,0.639840402456002   ,154.745035458441
2151              ,0           ,130               ,1.35948839964919    ,154.123162840687
2150              ,0           ,130               ,1.9992609080702     ,153.931106702475
2149              ,0           ,130               ,2.2783263333331     ,153.932187705211
2148              ,0           ,130               ,2.35298969859679    ,153.93326917846
2147              ,0           ,130               ,1.1337755677194     ,155.382741780863
2146              ,0           ,130               ,-1.22530152771964   ,155.802386527136
2145              ,0           ,130               ,-1.92191044350864   ,148.555327290061
2144              ,0           ,130               ,-2.98557582596504   ,127.458852414758
2143              ,0           ,130               ,-2.44858752035088   ,141.771033320593
2142              ,0           ,130               ,-0.944614354737212  ,157.349496574417
2141              ,0           ,130               ,0.0761636989480508  ,158.680547556503
2140              ,0           ,130               ,-1.77347576245631   ,166.640513391921
2139              ,0           ,130               ,-1.60726261719259   ,161.211165515845
2138              ,0           ,130               ,-0.899582991228783  ,152.612443406633
2137              ,0           ,130               ,-1.11117476315758   ,152.614119386545
2136              ,0           ,130               ,-0.130489697894575  ,152.614696826964
2135              ,0           ,130               ,1.19282990666647    ,152.775251171109
2134              ,0           ,130               ,1.08676968631573    ,152.849203099261
2133              ,0           ,130               ,1.84102343052626    ,152.995554978366
2132              ,0           ,130               ,1.31404867263171    ,153.00409179219
2131              ,0           ,130               ,0.0432147428070948  ,153.004469076102
2130              ,0           ,130               ,-0.531804538245638  ,153.006268583635
2129              ,0           ,130               ,-1.87383160105264   ,153.006845248093
2128              ,0           ,130               ,-3.33636801964917   ,152.056602025773
2127              ,0           ,130               ,-3.25901301157882   ,146.898567889444
2126              ,0           ,130               ,-2.29205727368435   ,141.394620434119
2125              ,0           ,130               ,-1.53562314421026   ,133.93003926892
2124              ,0           ,130               ,0.973017657894559   ,106.971646427215
2123              ,0           ,130               ,8.97010079017531    ,127.705932676875
2122              ,0           ,130               ,11.3958990350876    ,169.424653635066
2121              ,0           ,130               ,11.5849371400001    ,164.296972416614
2120              ,0           ,130               ,12.533783085614     ,170.613002829126
2119              ,0           ,130               ,7.19020027087714    ,155.169388313947
2118              ,0           ,130               ,1.53585639438626    ,143.031901083059
2117              ,0           ,130               ,-1.93402095192971   ,156.374417669098
2116              ,0           ,130               ,-5.84995909789484   ,156.374883553481
2115              ,0           ,130               ,-10.7825012705263   ,149.733191023555
2114              ,0           ,130               ,-11.1058549607018   ,182.702502980202
2113              ,0           ,130               ,-9.46899295438567   ,189.611300847381
2112              ,0           ,130               ,-5.54882399473701   ,201.588781684005
2111              ,0           ,130               ,-3.1034166814037    ,181.899966615789
2110              ,0           ,130               ,-1.19692733263145   ,161.059273428827
2109              ,0           ,130               ,-0.397917392982947  ,152.248503776132
2108              ,0           ,130               ,0.0301315235091693  ,152.480623167509
2107              ,0           ,130               ,1.48878386245633    ,154.184729695991
2106              ,0           ,130               ,2.92977881052616    ,158.940861073825
2105              ,0           ,130               ,3.92361178666658    ,156.037066558174
2104              ,0           ,130               ,4.04658588350884    ,156.038121400217
2103              ,0           ,130               ,4.33925005263166    ,138.712031812964
2102              ,0           ,130               ,6.96329031789463    ,160.398927683213
2101              ,0           ,130               ,3.90308633578951    ,163.62455422547
2100              ,0           ,130               ,0.872765434035159   ,182.795173276724
2099              ,0           ,130               ,-1.18935428105272   ,196.106717539846
2098              ,0           ,130               ,-7.41717924666671   ,198.250911011344
2097              ,0           ,130               ,-6.07846754105253   ,190.936892296973
2096              ,0           ,130               ,-4.7477134277193    ,182.255094606865
2095              ,0           ,130               ,-4.35827120280726   ,182.045192509352
2094              ,0           ,130               ,-1.38418777368406   ,182.045771914801
2093              ,0           ,130               ,0.160683171579194   ,182.045060487388
2092              ,0           ,130               ,1.33216026421047    ,182.044948784594
2091              ,0           ,130               ,4.73662157719275    ,178.229019276025
2090              ,0           ,130               ,4.38832119754397    ,174.173990890882
2089              ,0           ,130               ,1.73393568842113    ,174.17429978985
2088              ,0           ,130               ,1.00903101859626    ,172.114157589168
2087              ,0           ,130               ,-1.71607721859647   ,165.198873885848
2086              ,0           ,130               ,-2.51619011578953   ,165.199624960598
2085              ,0           ,130               ,0.875913211228408   ,165.200376368599
2084              ,0           ,130               ,3.54286550210497    ,165.200915589995
2083              ,0           ,130               ,3.76381132491252    ,165.201868956798
2082              ,0           ,130               ,1.66767245263145    ,175.000567906416
2081              ,0           ,130               ,-1.80875969894765   ,176.277579076257
2080              ,0           ,130               ,-4.70749663543853   ,176.278385561975
2079              ,0           ,130               ,-5.7882099750874    ,176.278257222412
2078              ,0           ,130               ,-4.46385448140359   ,176.278790301791
2077              ,0           ,130               ,-2.02116068105283   ,173.428401285736
2076              ,0           ,130               ,-0.755998092982452  ,172.166429530986
2075              ,0           ,130               ,-0.890136547368229  ,172.166246054807
2074              ,0           ,130               ,-0.0695052143863109 ,171.900443587043
2073              ,0           ,130               ,0.270644729123205   ,171.338419386639
2072              ,0           ,130               ,0.891819146666535   ,171.196701642257
2071              ,0           ,130               ,2.09428434421056    ,171.197339273835
2070              ,0           ,130               ,2.41720253719296    ,171.197812732174
2069              ,0           ,130               ,2.78892700631587    ,171.157500302521
2068              ,0           ,130               ,3.43460007684223    ,171.036553726824
2067              ,0           ,130               ,2.61510393403518    ,171.037319691013
2066              ,0           ,130               ,2.19843720280642    ,171.037221150503
2065              ,0           ,130               ,2.66649463368447    ,171.038585954677
2064              ,0           ,130               ,2.50859971157888    ,171.038180672613
2063              ,0           ,130               ,2.2342362235089     ,171.039245828833
2062              ,0           ,130               ,2.12093457087701    ,171.039429378185
2061              ,0           ,130               ,2.02603425087722    ,171.040216449594
2060              ,0           ,130               ,1.03478279543873    ,171.040690862425
2059              ,0           ,130               ,2.31420854105261    ,171.055254059857
2058              ,0           ,130               ,2.06369384807022    ,171.35938955617
2057              ,0           ,130               ,1.69606009438581    ,171.394909427867
2056              ,0           ,130               ,1.50149779789461    ,171.615619036391
2055              ,0           ,130               ,1.43620589894772    ,171.61613726928
2054              ,0           ,130               ,2.2468358445613     ,171.616592870089
2053              ,0           ,130               ,3.75888913438592    ,171.275278958399
2052              ,0           ,130               ,2.9462597873686     ,170.736441694102
2051              ,0           ,130               ,1.81429097228067    ,170.736941733442
2050              ,0           ,130               ,0.121964927368197   ,170.736839041333
2049              ,0           ,130               ,-2.04227823684209   ,176.176912843275
2048              ,0           ,130               ,-2.42871755824535   ,212.282193116597
2047              ,0           ,130               ,-1.06837975087723   ,223.410254938889
2046              ,0           ,130               ,1.55938429543852    ,228.655503265881
2045              ,0           ,130               ,2.9943563235089     ,231.055666459466
2044              ,0           ,130               ,4.88872924210494    ,199.869369602861
2043              ,0           ,100               ,6.16560986491226    ,180.84396341863
2042              ,0           ,100               ,5.02326419298259    ,186.674512760074
2041              ,0           ,80                ,7.16431623333347    ,192.861149665156
2040              ,0           ,50                ,5.99436969438591    ,186.874604288376
2039              ,0           ,50                ,1.79938401824592    ,180.26269842931
2038              ,0           ,50                ,-0.700593869123111  ,184.703146335949
2037              ,1           ,50                ,-4.26068415333356   ,192.922782211591
2036              ,0           ,80                ,-5.43422560350837   ,197.039477903475
2035              ,0           ,80                ,-4.61435636912302   ,196.17182302694
2034              ,0           ,60                ,-3.78948562421033   ,196.86391203776
2033              ,0           ,100               ,-3.692761612281     ,196.863075349853
2032              ,0           ,100               ,-3.41798369543858   ,189.091840337497
2031              ,0           ,100               ,-2.16463787649076   ,159.706523339267
2030              ,0           ,100               ,-1.66135860877205   ,158.954183885933
2029              ,0           ,100               ,-1.3448320417545    ,158.954658909103
2028              ,0           ,100               ,-0.982229635438671  ,158.955975202083
2027              ,0           ,100               ,-0.61253509684235   ,170.937637320351
2026              ,0           ,100               ,-1.14165676526295   ,174.729270134865
2025              ,0           ,100               ,-2.18637551368442   ,176.40887924334
2024              ,0           ,100               ,-3.4093078287716    ,174.90113705485
2023              ,0           ,100               ,-3.81468881754409   ,174.840451732265
2022              ,0           ,100               ,-3.42527905929819   ,174.84111374565
2021              ,0           ,100               ,-2.1772748161402    ,174.840801873745
2020              ,0           ,100               ,-0.776820125613824  ,174.841686687861
2019              ,0           ,100               ,0.0900308933335054  ,174.841604805959
2018              ,0           ,100               ,0.355808055438388   ,174.841671911866
2017              ,0           ,100               ,0.646095399999751   ,174.842551292359
2016              ,0           ,100               ,0.543881472982605   ,174.842245927855
2015              ,0           ,100               ,0.540906069824644   ,174.84275988578
2014              ,0           ,100               ,0.765262947368285   ,174.84282754031
2013              ,0           ,100               ,0.743984654035216   ,174.843707293459
2012              ,0           ,100               ,1.06714921929819    ,175.008003564567
2011              ,0           ,100               ,1.18540154175395    ,174.877138059498
2010              ,0           ,100               ,1.39029669543851    ,174.791329129008
2009              ,0           ,100               ,2.24662362175468    ,174.791617364717
2008              ,0           ,100               ,2.61966198842146    ,174.791877113409
2007              ,0           ,100               ,3.51797222315741    ,174.792207113892
2006              ,0           ,100               ,2.93441935122837    ,174.792501493352
2005              ,0           ,100               ,1.38974385228067    ,174.792755864709
2004              ,0           ,100               ,-0.0181444171931275 ,174.793080476461
2003              ,0           ,100               ,-1.03639491684208   ,174.793380997667
2002              ,0           ,100               ,-0.961717637192919  ,174.79423894112
2001              ,0           ,100               ,-0.272802560701678  ,170.816526473737
2000              ,0           ,100               ,0.312964117193019   ,174.482014961287
1999              ,0           ,100               ,1.18704878982453    ,174.832830906585
1998              ,0           ,100               ,1.29109177789456    ,174.833123760171
1997              ,0           ,100               ,1.38818409263155    ,174.833422464147
1996              ,0           ,100               ,1.95022427964909    ,175.515816268177
1995              ,0           ,100               ,1.88337460877187    ,201.9221414224
1994              ,0           ,100               ,1.83801768350901    ,204.637796580662
1993              ,0           ,100               ,2.04076719017542    ,204.636123184388
1992              ,0           ,100               ,2.33835157438597    ,194.501539789439
1991              ,0           ,100               ,2.26055891543842    ,176.101819851715
1990              ,0           ,60                ,2.08090234701746    ,164.933145449589
1989              ,0           ,80                ,2.00829122315793    ,164.814989189479
1988              ,0           ,100               ,1.44427970140356    ,164.815198984519
1987              ,0           ,100               ,1.81194240807014    ,164.816595556734
1986              ,0           ,100               ,2.24220986701778    ,164.817438187046
1985              ,0           ,100               ,2.28360666035115    ,165.829159452629
1984              ,0           ,100               ,2.27979875192943    ,178.81359168614
1983              ,0           ,100               ,1.93453533017509    ,179.597475286286
1982              ,0           ,100               ,1.47191630877188    ,179.723242386703
1981              ,0           ,100               ,1.7556530140356     ,179.723213311308
1980              ,0           ,100               ,1.63455537789463    ,179.723229289817
1979              ,0           ,100               ,1.57892528245617    ,179.723244968577
1978              ,0           ,100               ,0.977579944561342   ,179.723306377638
1977              ,0           ,100               ,-0.74601443543861   ,179.723276721351
1976              ,0           ,100               ,-2.11346286245629   ,179.723293034035
1975              ,0           ,100               ,-2.92856040210506   ,179.72330904702
1974              ,0           ,100               ,-3.00475538456107   ,179.723369854456
1973              ,0           ,100               ,-2.759172038597     ,179.72334085398
1972              ,0           ,100               ,-2.09192949298244   ,179.723356887271
1971              ,0           ,100               ,-2.09584916631576   ,175.14416691707
1970              ,0           ,100               ,-2.17414506070173   ,171.971370740048
1969              ,0           ,100               ,-1.96539435228067   ,173.255507071379
1968              ,0           ,100               ,-1.99730806842081   ,173.295258131827
1967              ,0           ,130               ,-1.988258864562     ,173.295640684079
1966              ,0           ,130               ,-2.22099975263137   ,173.296023398171
1965              ,0           ,130               ,-2.00778620912229   ,173.615165899554
1964              ,0           ,130               ,-1.71829508070181   ,175.602047214715
1963              ,0           ,130               ,-1.28124909228075   ,173.460883531853
1962              ,0           ,130               ,-0.918817112281033  ,173.460933423601
1961              ,0           ,130               ,-0.414261923157881  ,173.461301470377
1960              ,0           ,130               ,0.1107928091227     ,172.425069417247
1959              ,0           ,130               ,0.367429743508865   ,173.496361875751
1958              ,0           ,130               ,0.914483223158129   ,172.900712392158
1957              ,0           ,130               ,0.843297423508659   ,173.212653454701
1956              ,0           ,130               ,0.5366403905266     ,173.465999054823
1955              ,0           ,130               ,0.196476715438223   ,173.465782819619
1954              ,0           ,130               ,0.0701367287719563  ,173.466578389377
1953              ,0           ,130               ,0.201161513684383   ,173.466536627278
1952              ,0           ,130               ,0.129607373684166   ,173.467497684391
1951              ,0           ,130               ,0.29133361789502    ,173.467282215332
1950              ,0           ,130               ,0.339510846666485   ,173.468078317515
1949              ,0           ,130               ,0.8454354849124     ,173.146448913031
1948              ,0           ,130               ,0.563672908420756   ,171.929579060938
1947              ,0           ,130               ,1.12858201543838    ,173.174025079119
1946              ,0           ,130               ,1.87876832280722    ,173.507325944993
1945              ,0           ,130               ,2.03967017052639    ,173.507968412972
1944              ,0           ,130               ,2.80682769438585    ,173.507760022258
1943              ,0           ,130               ,3.07974095087729    ,176.875031304937
1942              ,0           ,130               ,2.96019892771926    ,189.045569165146
1941              ,0           ,130               ,2.92927293649097    ,162.64077550269
1940              ,0           ,130               ,2.82530637157925    ,138.717144899515
1939              ,0           ,130               ,3.01813767473675    ,144.009907345964
1938              ,0           ,130               ,3.32706949824569    ,151.940896805091
1937              ,0           ,130               ,3.55486156561415    ,154.240264045828
1936              ,0           ,130               ,3.14626278175422    ,187.583731930697
1935              ,0           ,130               ,3.51266476701744    ,188.008991702067
1934              ,0           ,130               ,4.74760166701753    ,236.774624851673
1933              ,0           ,130               ,3.63883393684233    ,227.702075827557
1932              ,0           ,130               ,1.15105602526336    ,179.783961540001
1931              ,0           ,130               ,-0.44125740771932   ,198.222353062347
1930              ,0           ,130               ,-3.39521491193034   ,221.325291954813
1929              ,0           ,130               ,-5.17731354070162   ,203.439046892666
1928              ,0           ,130               ,-3.64438020842078   ,222.819923987205
1927              ,0           ,130               ,-4.83631823649154   ,226.758058803735
1926              ,0           ,130               ,-5.76251478912297   ,224.387358817134
1925              ,0           ,130               ,-4.3603387375436    ,207.64735678415
1924              ,0           ,130               ,-5.01552374491251   ,189.054766395965
1923              ,0           ,130               ,-3.56374368105264   ,170.578135651904
1922              ,0           ,130               ,-2.63981322631554   ,164.435184584831
1921              ,0           ,130               ,-2.23178866701738   ,164.436045178355
1920              ,0           ,130               ,-1.39873140842116   ,164.5437502827
1919              ,0           ,130               ,-1.43420295157915   ,168.622780277642
1918              ,0           ,130               ,-0.747470854034873  ,169.423941734918
1917              ,0           ,130               ,-1.04582102701761   ,169.424577894583
1916              ,0           ,130               ,-0.733640145613776  ,169.425181823116
1915              ,0           ,130               ,-0.289114704912322  ,169.425774341731
1914              ,0           ,130               ,-0.215056790175595  ,169.426360775333
1913              ,0           ,130               ,0.0319848624559995  ,169.427570254872
1912              ,0           ,130               ,0.295390112281098   ,169.427579346539
1911              ,0           ,130               ,0.330499320701904   ,169.428196177021
1910              ,0           ,130               ,0.492083922104825   ,172.865410493055
1909              ,0           ,100               ,0.332708654736905   ,183.851800520113
1908              ,0           ,130               ,0.695750712280699   ,191.315069093827
1907              ,0           ,130               ,-0.281608882105218  ,191.67870224709
1906              ,0           ,130               ,0.063503823508654   ,191.678636254645
1905              ,0           ,130               ,-0.395590447368647  ,188.071464952326
1904              ,0           ,130               ,-0.525083284561276  ,175.197415777667
1903              ,0           ,130               ,0.346679559649203   ,174.186514689394
1902              ,0           ,130               ,0.0374835849119677  ,174.24708949161
1901              ,0           ,130               ,0.629786454737427   ,174.390031412121
1900              ,0           ,130               ,0.993837611578783   ,177.617334798374
1899              ,0           ,130               ,1.09640111824564    ,187.563566078142
1898              ,0           ,130               ,1.27462934105239    ,194.376818136363
1897              ,0           ,130               ,1.35077826280718    ,194.69353710426
1896              ,0           ,130               ,1.39148246596488    ,194.692130890754
1895              ,0           ,130               ,1.25830527508759    ,194.691606732714
1894              ,0           ,130               ,1.49127490842119    ,194.690510011124
1893              ,0           ,130               ,1.4681037736845     ,194.690283039788
1892              ,0           ,130               ,1.30752877684222    ,194.688875621601
1891              ,0           ,130               ,1.49445175157842    ,194.688350091933
1890              ,0           ,130               ,1.43804247368445    ,194.687842083062
1889              ,0           ,130               ,1.02582714070155    ,194.732477640694
1888              ,0           ,130               ,1.26296293298242    ,194.774376485505
1887              ,0           ,130               ,1.29029688245595    ,194.773608382994
1886              ,0           ,130               ,1.37780089403566    ,194.772800474287
1885              ,0           ,130               ,1.55300685263131    ,194.771916515463
1884              ,0           ,130               ,1.74973207263162    ,194.771147415568
1883              ,0           ,130               ,1.77978608421029    ,194.770322325194
1882              ,0           ,130               ,1.3940839273684     ,194.769453567166
1881              ,0           ,130               ,1.49146858421074    ,194.768683469754
1880              ,0           ,130               ,1.29226816070178    ,194.767873561513
1879              ,0           ,130               ,1.3015106171934     ,194.766987642885
1878              ,0           ,130               ,1.50932607298233    ,194.832809976652
1877              ,0           ,130               ,1.41838594982408    ,194.833942169475
1876              ,0           ,130               ,1.123415994737      ,194.833127971162
1875              ,0           ,130               ,1.06423907508776    ,194.831981677965
1874              ,0           ,130               ,1.02012745543868    ,194.83146221745
1873              ,0           ,130               ,1.33482737929813    ,194.830630765423
1872              ,0           ,130               ,1.50036028982441    ,194.829499778354
1871              ,0           ,130               ,1.55646048421085    ,194.828979278588
1870              ,0           ,130               ,1.84291501298236    ,194.828146826505
1869              ,0           ,130               ,1.58539848842094    ,194.827031386481
1868              ,0           ,130               ,1.80469718105275    ,194.826493354822
1867              ,0           ,130               ,1.77235057052638    ,194.825659902917
1866              ,0           ,130               ,1.7361087403508     ,194.825108187103
1865              ,0           ,130               ,1.55805978771929    ,194.823431983461
1864              ,0           ,130               ,1.37275473192972    ,194.823169993194
1863              ,0           ,130               ,1.49540667684204    ,194.822335206018
1862              ,0           ,130               ,1.51033093789499    ,194.82179859698
1861              ,0           ,130               ,1.4930673326316     ,194.820677099618
1860              ,0           ,130               ,1.70109130350869    ,194.819268996807
1859              ,0           ,130               ,1.58300618280703    ,194.819287181038
1858              ,0           ,130               ,1.52893468912288    ,194.818181220571
1857              ,0           ,130               ,1.52738498070164    ,194.817344433825
1856              ,0           ,130               ,1.55149798315739    ,205.716824981136
1855              ,0           ,130               ,1.50505613543885    ,207.043336856721
1854              ,0           ,130               ,1.26017260491233    ,203.224555469446
1853              ,0           ,130               ,1.20536313403528    ,217.25697082992
1852              ,0           ,130               ,0.845056294035089   ,226.322749249813
1851              ,0           ,130               ,0.935685334385937   ,226.971036794067
1850              ,0           ,130               ,1.18055829228064    ,226.969491477252
1849              ,0           ,130               ,1.34278958210552    ,226.968307934873
1848              ,0           ,130               ,1.41212810280723    ,226.967470283649
1847              ,0           ,130               ,1.48585165368399    ,226.965917226281
1846              ,0           ,130               ,1.73120065894699    ,226.96472790285
1845              ,0           ,130               ,1.30341068070197    ,226.96394679054
1844              ,0           ,130               ,1.49494456385952    ,226.962299722162
1843              ,0           ,130               ,1.31874957859657    ,226.287396031354
1842              ,0           ,130               ,1.06786062596518    ,222.831472644305
1841              ,0           ,130               ,1.23348947614016    ,222.069761561936
1840              ,0           ,130               ,1.20711673333324    ,222.072696426216
1839              ,0           ,130               ,1.52478769543887    ,222.226682835948
1838              ,0           ,130               ,1.50213068070173    ,222.225384178404
1837              ,0           ,130               ,1.1875800859649     ,222.223513928346
1836              ,0           ,130               ,1.38899012245577    ,222.222804938318
1835              ,0           ,130               ,1.15054930666645    ,222.221462291945
1834              ,0           ,130               ,1.09400725263197    ,222.403116313865
1833              ,0           ,130               ,2.27440014736862    ,222.420447964759
1832              ,0           ,130               ,2.25811119368416    ,222.418670444077
1831              ,0           ,130               ,2.73610428035084    ,222.417701003768
1830              ,0           ,130               ,2.80454181789457    ,222.416571362469
1829              ,0           ,130               ,2.54129402105247    ,222.415271826022
1828              ,0           ,130               ,3.25416307614063    ,222.413492561081
1827              ,0           ,130               ,4.7899503414036     ,221.47487343192
1826              ,0           ,130               ,6.33170689052599    ,204.47173966549
1825              ,0           ,130               ,5.3515634754387     ,200.384045476498
1824              ,0           ,130               ,3.76714926596503    ,200.382914335305
1823              ,0           ,130               ,2.22456608315798    ,200.381275884435
1822              ,0           ,130               ,0.214060313684115   ,200.380744692241
1821              ,0           ,130               ,1.26943595719314    ,200.281448057818
1820              ,0           ,130               ,0.815377302455829   ,200.237583214005
1819              ,0           ,130               ,0.698023935789365   ,200.236505539867
1818              ,0           ,130               ,0.60860650070191    ,200.234871480589
1817              ,0           ,130               ,0.096173456491158   ,200.403703531906
1816              ,0           ,100               ,1.36984105403536    ,205.809591967666
1815              ,0           ,100               ,2.34198446701743    ,208.632590782078
1814              ,0           ,100               ,2.8724965575438     ,216.799234394973
1813              ,1           ,130               ,3.76058816315799    ,214.635985865844
1812              ,0           ,130               ,3.58132763859646    ,210.733359614704
1811              ,0           ,130               ,2.67122030070175    ,253.500786639488
1810              ,0           ,130               ,3.23431669052616    ,260.577560319803
1809              ,0           ,130               ,2.89862573859659    ,256.813904218746
1808              ,0           ,130               ,3.96299604771957    ,245.318707069559
1807              ,0           ,130               ,5.52915990912265    ,222.831086290024
1806              ,0           ,130               ,4.7487058950876     ,227.34385398286
1805              ,0           ,130               ,2.95179891122825    ,232.31885397931
1804              ,0           ,130               ,1.16971382456131    ,232.318019875052
1803              ,0           ,130               ,-1.77134970666668   ,232.316603894878
1802              ,0           ,130               ,-2.69128940736846   ,240.217381936448
1801              ,0           ,130               ,-2.6561553428071    ,251.295346174158
1800              ,0           ,130               ,-4.14866687824565   ,246.431532216711
1799              ,0           ,130               ,-3.75928883473648   ,246.265913198664
1798              ,0           ,130               ,-4.27417786666661   ,228.462411551452
1797              ,0           ,130               ,-3.90508428315809   ,220.527973017242
1796              ,0           ,130               ,-2.36697790491274   ,220.696617408655
1795              ,0           ,130               ,-1.41131982280672   ,220.73263017423
1794              ,0           ,130               ,-1.25360861192996   ,220.73133875928
1793              ,0           ,130               ,0.169772654035398   ,211.511962914479
1792              ,0           ,130               ,1.22004629614003    ,193.921260115809
1791              ,0           ,130               ,3.23151741298284    ,155.780395708954
1790              ,0           ,130               ,-0.288923000701175  ,162.335006821436
1789              ,0           ,130               ,-1.21205431192988   ,164.156694204111
1788              ,0           ,130               ,-3.56203194736969   ,163.815058671429
1787              ,0           ,130               ,-6.95392717473612   ,163.482290485338
1786              ,0           ,130               ,-3.35465337859637   ,171.801905604753
1785              ,0           ,130               ,-2.68884440736872   ,174.611201260516
1784              ,0           ,130               ,-1.69900919543869   ,174.612123338184
1783              ,0           ,130               ,-0.425664690526048  ,187.987715188493
1782              ,0           ,130               ,-0.491517059999751  ,218.285319203678
1781              ,0           ,130               ,-1.39619069403528   ,228.352618187247
1780              ,0           ,130               ,-2.01424735157889   ,238.992145215266
1779              ,0           ,130               ,-2.60382430140373   ,239.339481135501
1778              ,0           ,130               ,-2.75896796701744   ,239.172897888394
1777              ,0           ,130               ,-2.54479385228075   ,239.172087059809
1776              ,0           ,130               ,-1.47363434561402   ,239.170988902823
1775              ,0           ,130               ,-0.37524991122865   ,239.17042233386
1774              ,0           ,130               ,-0.218166509122511  ,221.990442807293
1773              ,0           ,130               ,0.424482363158518   ,199.142279551149
1772              ,0           ,130               ,0.738783247017182   ,197.795457322826
1771              ,0           ,130               ,0.284508969122783   ,197.794459525873
1770              ,0           ,130               ,0.94244059368441    ,197.793461343834
1769              ,0           ,130               ,0.886831935438238   ,197.79246277629
1768              ,0           ,130               ,0.880342082105244   ,206.968863468265
1767              ,0           ,130               ,1.18627412631599    ,221.214016495227
1766              ,0           ,130               ,0.914821880701766   ,221.213114356962
1765              ,0           ,130               ,1.08855380140341    ,221.211324211836
1764              ,0           ,130               ,1.05625238491234    ,221.210044914339
1763              ,0           ,130               ,1.21963652385966    ,221.208650227759
1762              ,0           ,130               ,1.22448266175411    ,221.207746271514
1761              ,0           ,130               ,1.02234343122802    ,221.224570123004
1760              ,0           ,130               ,1.22653352491244    ,221.235469444799
1759              ,0           ,130               ,1.48180566736846    ,221.234056694212
1758              ,0           ,130               ,1.63174452175429    ,222.608761726989
1757              ,0           ,130               ,1.93491256210564    ,230.025377846871
1756              ,0           ,130               ,1.83726850842072    ,230.071573446234
1755              ,0           ,130               ,1.57880945087709    ,230.070624072544
